INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../../src/tb_mlp.cpp in debug mode
   Compiling ../../../../../src/mlp.cpp in debug mode
   Generating csim.exe
opening file: network_inputs_fullbatch.dat
opening file: theta1.dat
opening file: theta2.dat
opening file: network_outputs_fullbatch.dat

L1 weights matrix read in successfully

L2 weights matrix read in successfully

beginning test
i=0, digit=10, net=10
i=2024, digit=4, net=4
i=2025, digit=4, net=4
i=2026, digit=4, net=4
i=2027, digit=4, net=4
i=2028, digit=4, net=4
i=2029, digit=4, net=4
i=2030, digit=4, net=4
i=2031, digit=4, net=4
i=2032, digit=4, net=4
i=2033, digit=4, net=4
i=2034, digit=4, net=4
i=2035, digit=4, net=4
i=2036, digit=4, net=4
i=2037, digit=4, net=4
i=2038, digit=4, net=4
i=2039, digit=4, net=4
i=2040, digit=4, net=4
i=2041, digit=4, net=4
i=2042, digit=4, net=4
i=2043, digit=4, net=4
i=2044, digit=4, net=4
i=2045, digit=4, net=4
i=2046, digit=4, net=4
i=2047, digit=4, net=4
i=2048, digit=4, net=4
i=2049, digit=4, net=4
i=2050, digit=4, net=4
i=2051, digit=4, net=4
i=2052, digit=4, net=4
i=2053, digit=4, net=4
i=2054, digit=4, net=4
i=2055, digit=4, net=4
i=2056, digit=4, net=4
i=2057, digit=4, net=4
i=2058, digit=4, net=4
i=2059, digit=4, net=4
i=2060, digit=4, net=4
i=2061, digit=4, net=4
i=2062, digit=4, net=4
i=2063, digit=4, net=4
i=2064, digit=4, net=4
i=2065, digit=4, net=4
i=2066, digit=4, net=4
i=2067, digit=4, net=4
i=2068, digit=4, net=4
i=2069, digit=4, net=4
i=2070, digit=4, net=4
i=2071, digit=4, net=4
i=2072, digit=4, net=4
i=2073, digit=4, net=4
i=2074, digit=4, net=4
i=2075, digit=4, net=4
i=2076, digit=4, net=4
i=2077, digit=4, net=4
i=2078, digit=4, net=9
i=2079, digit=4, net=4
i=2080, digit=4, net=4
i=2081, digit=4, net=4
i=2082, digit=4, net=4
i=2083, digit=4, net=4
i=2084, digit=4, net=4
i=2085, digit=4, net=4
i=2086, digit=4, net=4
i=2087, digit=4, net=6
i=2088, digit=4, net=4
i=2089, digit=4, net=4
i=2090, digit=4, net=4
i=2091, digit=4, net=4
i=2092, digit=4, net=4
i=2093, digit=4, net=4
i=2094, digit=4, net=4
i=2095, digit=4, net=4
i=2096, digit=4, net=4
i=2097, digit=4, net=4
i=2098, digit=4, net=4
i=2099, digit=4, net=4
i=2100, digit=4, net=4
i=2101, digit=4, net=4
i=2102, digit=4, net=4
i=2103, digit=4, net=4
i=2104, digit=4, net=4
i=2105, digit=4, net=4
i=2106, digit=4, net=4
i=2107, digit=4, net=4
i=2108, digit=4, net=2
i=2109, digit=4, net=4
i=2110, digit=4, net=4
i=2111, digit=4, net=4
i=2112, digit=4, net=1
i=2113, digit=4, net=4
i=2114, digit=4, net=4
i=2115, digit=4, net=4
i=2116, digit=4, net=4
i=2117, digit=4, net=4
i=2118, digit=4, net=4
i=2119, digit=4, net=4
i=2120, digit=4, net=4
i=2121, digit=4, net=4
i=2122, digit=4, net=4
i=2123, digit=4, net=4
i=2124, digit=4, net=4
i=2125, digit=4, net=4
i=2126, digit=4, net=4
i=2127, digit=4, net=4
i=2128, digit=4, net=4
i=2129, digit=4, net=4
i=2130, digit=4, net=4
i=2131, digit=4, net=4
i=2132, digit=4, net=4
i=2133, digit=4, net=4
i=2134, digit=4, net=4
i=2135, digit=4, net=4
i=2136, digit=4, net=4
i=2137, digit=4, net=4
i=2138, digit=4, net=4
i=2139, digit=4, net=4
i=2140, digit=4, net=4
i=2141, digit=4, net=4
i=2142, digit=4, net=4
i=2143, digit=4, net=4
i=2144, digit=4, net=4
i=2145, digit=4, net=4
i=2146, digit=4, net=4
i=2147, digit=4, net=4
i=2148, digit=4, net=4
i=2149, digit=4, net=4
i=2150, digit=4, net=4
i=2151, digit=4, net=4
i=2152, digit=4, net=4
i=2153, digit=4, net=4
i=2154, digit=4, net=4
i=2155, digit=4, net=4
i=2156, digit=4, net=4
i=2157, digit=4, net=4
i=2158, digit=4, net=4
i=2159, digit=4, net=4
i=2160, digit=4, net=4
i=2161, digit=4, net=4
i=2162, digit=4, net=4
i=2163, digit=4, net=4
i=2164, digit=4, net=4
i=2165, digit=4, net=4
i=2166, digit=4, net=1
i=2167, digit=4, net=4
i=2168, digit=4, net=4
i=2169, digit=4, net=4
i=2170, digit=4, net=4
i=2171, digit=4, net=9
i=2172, digit=4, net=4
i=2173, digit=4, net=4
i=2174, digit=4, net=4
i=2175, digit=4, net=4
i=2176, digit=4, net=4
i=2177, digit=4, net=4
i=2178, digit=4, net=4
i=2179, digit=4, net=4
i=2180, digit=4, net=4
i=2181, digit=4, net=4
i=2182, digit=4, net=4
i=2183, digit=4, net=4
i=2184, digit=4, net=4
i=2185, digit=4, net=4
i=2186, digit=4, net=4
i=2187, digit=4, net=9
i=2188, digit=4, net=4
i=2189, digit=4, net=4
i=2190, digit=4, net=4
i=2191, digit=4, net=4
i=2192, digit=4, net=4
i=2193, digit=4, net=4
i=2194, digit=4, net=4
i=2195, digit=4, net=2
i=2196, digit=4, net=4
i=2197, digit=4, net=4
i=2198, digit=4, net=4
i=2199, digit=4, net=4
i=2200, digit=4, net=4
i=2201, digit=4, net=9
i=2202, digit=4, net=4
i=2203, digit=4, net=4
i=2204, digit=4, net=4
i=2205, digit=4, net=4
i=2206, digit=4, net=4
i=2207, digit=4, net=4
i=2208, digit=4, net=4
i=2209, digit=4, net=4
i=2210, digit=4, net=4
i=2211, digit=4, net=4
i=2212, digit=4, net=4
i=2213, digit=4, net=4
i=2214, digit=4, net=4
i=2215, digit=4, net=4
i=2216, digit=4, net=4
i=2217, digit=4, net=4
i=2218, digit=4, net=4
i=2219, digit=4, net=4
i=2220, digit=4, net=4
i=2221, digit=4, net=4
i=2222, digit=4, net=4
i=2223, digit=4, net=4
i=2224, digit=4, net=4
i=2225, digit=4, net=4
i=2226, digit=4, net=4
i=2227, digit=4, net=4
i=2228, digit=4, net=4
i=2229, digit=4, net=4
i=2230, digit=4, net=4
i=2231, digit=4, net=4
i=2232, digit=4, net=4
i=2233, digit=4, net=4
i=2234, digit=4, net=4
i=2235, digit=4, net=4
i=2236, digit=4, net=4
i=2237, digit=4, net=4
i=2238, digit=4, net=9
i=2239, digit=4, net=4
i=2240, digit=4, net=4
i=2241, digit=4, net=4
i=2242, digit=4, net=4
i=2243, digit=4, net=4
i=2244, digit=4, net=4
i=2245, digit=4, net=4
i=2246, digit=4, net=4
i=2247, digit=4, net=4
i=2248, digit=4, net=4
i=2249, digit=4, net=4
i=2250, digit=4, net=4
i=2251, digit=4, net=4
i=2252, digit=4, net=4
i=2253, digit=4, net=4
i=2254, digit=4, net=4
i=2255, digit=4, net=4
i=2256, digit=4, net=4
i=2257, digit=4, net=4
i=2258, digit=4, net=4
i=2259, digit=4, net=4
i=2260, digit=4, net=4
i=2261, digit=4, net=4
i=2262, digit=4, net=4
i=2263, digit=4, net=2
i=2264, digit=4, net=4
i=2265, digit=4, net=4
i=2266, digit=4, net=4
i=2267, digit=4, net=4
i=2268, digit=4, net=4
i=2269, digit=4, net=4
i=2270, digit=4, net=4
i=2271, digit=4, net=4
i=2272, digit=4, net=4
i=2273, digit=4, net=4
i=2274, digit=4, net=4
i=2275, digit=4, net=4
i=2276, digit=4, net=4
i=2277, digit=4, net=4
i=2278, digit=4, net=4
i=2279, digit=4, net=4
i=2280, digit=4, net=4
i=2281, digit=4, net=4
i=2282, digit=4, net=8
i=2283, digit=4, net=4
i=2284, digit=4, net=4
i=2285, digit=4, net=4
i=2286, digit=4, net=4
i=2287, digit=4, net=4
i=2288, digit=4, net=4
i=2289, digit=4, net=4
i=2290, digit=4, net=4
i=2291, digit=4, net=4
i=2292, digit=4, net=4
i=2293, digit=4, net=4
i=2294, digit=4, net=4
i=2295, digit=4, net=4
i=2296, digit=4, net=4
i=2297, digit=4, net=4
i=2298, digit=4, net=4
i=2299, digit=4, net=4
i=2300, digit=4, net=4
i=2301, digit=4, net=4
i=2302, digit=4, net=4
i=2303, digit=4, net=4
i=2304, digit=4, net=4
i=2305, digit=4, net=4
i=2306, digit=4, net=4
i=2307, digit=4, net=4
i=2308, digit=4, net=4
i=2309, digit=4, net=4
i=2310, digit=4, net=4
i=2311, digit=4, net=4
i=2312, digit=4, net=4
i=2313, digit=4, net=4
i=2314, digit=4, net=4
i=2315, digit=4, net=4
i=2316, digit=4, net=4
i=2317, digit=4, net=4
i=2318, digit=4, net=4
i=2319, digit=4, net=4
i=2320, digit=4, net=4
i=2321, digit=4, net=4
i=2322, digit=4, net=4
i=2323, digit=4, net=4
i=2324, digit=4, net=4
i=2325, digit=4, net=4
i=2326, digit=4, net=4
i=2327, digit=4, net=4
i=2328, digit=4, net=4
i=2329, digit=4, net=4
i=2330, digit=4, net=4
i=2331, digit=4, net=4
i=2332, digit=4, net=4
i=2333, digit=4, net=4
i=2334, digit=4, net=4
i=2335, digit=4, net=4
i=2336, digit=4, net=4
i=2337, digit=4, net=4
i=2338, digit=4, net=4
i=2339, digit=4, net=4
i=2340, digit=4, net=4
i=2341, digit=4, net=4
i=2342, digit=4, net=4
i=2343, digit=4, net=4
i=2344, digit=4, net=4
i=2345, digit=4, net=4
i=2346, digit=4, net=4
i=2347, digit=4, net=4
i=2348, digit=4, net=4
i=2349, digit=4, net=4
i=2350, digit=4, net=4
i=2351, digit=4, net=4
i=2352, digit=4, net=4
i=2353, digit=4, net=4
i=2354, digit=4, net=4
i=2355, digit=4, net=4
i=2356, digit=4, net=4
i=2357, digit=4, net=4
i=2358, digit=4, net=4
i=2359, digit=4, net=4
i=2360, digit=4, net=4
i=2361, digit=4, net=6
i=2362, digit=4, net=4
i=2363, digit=4, net=4
i=2364, digit=4, net=4
i=2365, digit=4, net=4
i=2366, digit=4, net=4
i=2367, digit=4, net=4
i=2368, digit=4, net=4
i=2369, digit=4, net=4
i=2370, digit=4, net=4
i=2371, digit=4, net=4
i=2372, digit=4, net=4
i=2373, digit=4, net=4
i=2374, digit=4, net=4
i=2375, digit=4, net=4
i=2376, digit=4, net=4
i=2377, digit=4, net=4
i=2378, digit=4, net=4
i=2379, digit=4, net=4
i=2380, digit=4, net=4
i=2381, digit=4, net=4
i=2382, digit=4, net=4
i=2383, digit=4, net=4
i=2384, digit=4, net=9
i=2385, digit=4, net=4
i=2386, digit=4, net=4
i=2387, digit=4, net=4
i=2388, digit=4, net=4
i=2389, digit=4, net=4
i=2390, digit=4, net=4
i=2391, digit=4, net=4
i=2392, digit=4, net=4
i=2393, digit=4, net=4
i=2394, digit=4, net=4
i=2395, digit=4, net=4
i=2396, digit=4, net=4
i=2397, digit=4, net=4
i=2398, digit=4, net=4
i=2399, digit=4, net=4
i=2400, digit=4, net=4
i=2401, digit=4, net=4
i=2402, digit=4, net=4
i=2403, digit=4, net=4
i=2404, digit=4, net=4
i=2405, digit=4, net=4
i=2406, digit=4, net=4
i=2407, digit=4, net=4
i=2408, digit=4, net=4
i=2409, digit=4, net=4
i=2410, digit=4, net=4
i=2411, digit=4, net=4
i=2412, digit=4, net=4
i=2413, digit=4, net=4
i=2414, digit=4, net=4
i=2415, digit=4, net=4
i=2416, digit=4, net=4
i=2417, digit=4, net=4
i=2418, digit=4, net=4
i=2419, digit=4, net=4
i=2420, digit=4, net=4
i=2421, digit=4, net=4
i=2422, digit=4, net=4
i=2423, digit=4, net=4
i=2424, digit=4, net=4
i=2425, digit=4, net=4
i=2426, digit=4, net=4
i=2427, digit=4, net=4
i=2428, digit=4, net=4
i=2429, digit=4, net=4
i=2430, digit=4, net=4
i=2431, digit=4, net=4
i=2432, digit=4, net=4
i=2433, digit=4, net=4
i=2434, digit=4, net=4
i=2435, digit=4, net=4
i=2436, digit=4, net=4
i=2437, digit=4, net=4
i=2438, digit=4, net=4
i=2439, digit=4, net=4
i=2440, digit=4, net=4
i=2441, digit=4, net=4
i=2442, digit=4, net=4
i=2443, digit=4, net=4
i=2444, digit=4, net=4
i=2445, digit=4, net=4
i=2446, digit=4, net=4
i=2447, digit=4, net=4
i=2448, digit=4, net=4
i=2449, digit=4, net=4
i=2450, digit=4, net=4
i=2451, digit=4, net=4
i=2452, digit=4, net=4
i=2453, digit=4, net=4
i=2454, digit=4, net=4
i=2455, digit=4, net=4
i=2456, digit=4, net=4
i=2457, digit=4, net=4
i=2458, digit=4, net=4
i=2459, digit=4, net=4
i=2460, digit=4, net=4
i=2461, digit=4, net=4
i=2462, digit=4, net=4
i=2463, digit=4, net=4
i=2464, digit=4, net=4
i=2465, digit=4, net=4
i=2466, digit=4, net=4
i=2467, digit=4, net=6
i=2468, digit=4, net=4
i=2469, digit=4, net=4
i=2470, digit=4, net=4
i=2471, digit=4, net=4
i=2472, digit=4, net=4
i=2473, digit=4, net=4
i=2474, digit=4, net=4
i=2475, digit=4, net=4
i=2476, digit=4, net=4
i=2477, digit=4, net=4
i=2478, digit=4, net=4
i=2479, digit=4, net=4
i=2480, digit=4, net=4
i=2481, digit=4, net=4
i=2482, digit=4, net=4
i=2483, digit=4, net=4
i=2484, digit=4, net=4
i=2485, digit=4, net=4
i=2486, digit=4, net=4
i=2487, digit=4, net=4
i=2488, digit=4, net=4
i=2489, digit=4, net=4
i=2490, digit=4, net=4
i=2491, digit=4, net=4
i=2492, digit=4, net=4
i=2493, digit=4, net=4
i=2494, digit=4, net=4
i=2495, digit=4, net=4
i=2496, digit=4, net=4
i=2497, digit=4, net=4
i=2498, digit=4, net=9
i=2499, digit=4, net=4
i=2500, digit=5, net=5
i=2501, digit=5, net=5
i=2502, digit=5, net=5
i=2503, digit=5, net=5
i=2504, digit=5, net=5
i=2505, digit=5, net=5
i=2506, digit=5, net=3
i=2507, digit=5, net=5
i=2508, digit=5, net=5
i=2509, digit=5, net=5
i=2510, digit=5, net=5
i=2511, digit=5, net=5
i=2512, digit=5, net=5
i=2513, digit=5, net=5
i=2514, digit=5, net=5
i=2515, digit=5, net=5
i=2516, digit=5, net=5
i=2517, digit=5, net=5
i=2518, digit=5, net=5
i=2519, digit=5, net=5
i=2520, digit=5, net=6
i=2521, digit=5, net=5
i=2522, digit=5, net=5
i=2523, digit=5, net=5
i=2524, digit=5, net=5
i=2525, digit=5, net=5
i=2526, digit=5, net=5
i=2527, digit=5, net=5
i=2528, digit=5, net=5
i=2529, digit=5, net=5
i=2530, digit=5, net=5
i=2531, digit=5, net=5
i=2532, digit=5, net=5
i=2533, digit=5, net=5
i=2534, digit=5, net=5
i=2535, digit=5, net=5
i=2536, digit=5, net=5
i=2537, digit=5, net=5
i=2538, digit=5, net=5
i=2539, digit=5, net=5
i=2540, digit=5, net=5
i=2541, digit=5, net=5
i=2542, digit=5, net=5
i=2543, digit=5, net=5
i=2544, digit=5, net=5
i=2545, digit=5, net=5
i=2546, digit=5, net=5
i=2547, digit=5, net=5
i=2548, digit=5, net=5
i=2549, digit=5, net=5
i=2550, digit=5, net=5
i=2551, digit=5, net=5
i=2552, digit=5, net=5
i=2553, digit=5, net=5
i=2554, digit=5, net=5
i=2555, digit=5, net=5
i=2556, digit=5, net=2
i=2557, digit=5, net=5
i=2558, digit=5, net=5
i=2559, digit=5, net=5
i=2560, digit=5, net=5
i=2561, digit=5, net=5
i=2562, digit=5, net=5
i=2563, digit=5, net=5
i=2564, digit=5, net=5
i=2565, digit=5, net=5
i=2566, digit=5, net=5
i=2567, digit=5, net=5
i=2568, digit=5, net=5
i=2569, digit=5, net=5
i=2570, digit=5, net=4
i=2571, digit=5, net=5
i=2572, digit=5, net=5
i=2573, digit=5, net=5
i=2574, digit=5, net=5
i=2575, digit=5, net=5
i=2576, digit=5, net=5
i=2577, digit=5, net=5
i=2578, digit=5, net=5
i=2579, digit=5, net=5
i=2580, digit=5, net=5
i=2581, digit=5, net=5
i=2582, digit=5, net=5
i=2583, digit=5, net=5
i=2584, digit=5, net=5
i=2585, digit=5, net=5
i=2586, digit=5, net=5
i=2587, digit=5, net=5
i=2588, digit=5, net=5
i=2589, digit=5, net=5
i=2590, digit=5, net=5
i=2591, digit=5, net=5
i=2592, digit=5, net=5
i=2593, digit=5, net=3
i=2594, digit=5, net=5
i=2595, digit=5, net=5
i=2596, digit=5, net=5
i=2597, digit=5, net=5
i=2598, digit=5, net=5
i=2599, digit=5, net=5
i=2600, digit=5, net=5
i=2601, digit=5, net=6
i=2602, digit=5, net=5
i=2603, digit=5, net=5
i=2604, digit=5, net=5
i=2605, digit=5, net=5
i=2606, digit=5, net=3
i=2607, digit=5, net=8
i=2608, digit=5, net=5
i=2609, digit=5, net=5
i=2610, digit=5, net=5
i=2611, digit=5, net=5
i=2612, digit=5, net=5
i=2613, digit=5, net=5
i=2614, digit=5, net=5
i=2615, digit=5, net=5
i=2616, digit=5, net=5
i=2617, digit=5, net=5
i=2618, digit=5, net=5
i=2619, digit=5, net=5
i=2620, digit=5, net=5
i=2621, digit=5, net=5
i=2622, digit=5, net=5
i=2623, digit=5, net=5
i=2624, digit=5, net=5
i=2625, digit=5, net=5
i=2626, digit=5, net=5
i=2627, digit=5, net=5
i=2628, digit=5, net=5
i=2629, digit=5, net=5
i=2630, digit=5, net=5
i=2631, digit=5, net=5
i=2632, digit=5, net=5
i=2633, digit=5, net=5
i=2634, digit=5, net=5
i=2635, digit=5, net=5
i=2636, digit=5, net=5
i=2637, digit=5, net=5
i=2638, digit=5, net=5
i=2639, digit=5, net=5
i=2640, digit=5, net=5
i=2641, digit=5, net=5
i=2642, digit=5, net=5
i=2643, digit=5, net=5
i=2644, digit=5, net=5
i=2645, digit=5, net=5
i=2646, digit=5, net=5
i=2647, digit=5, net=5
i=2648, digit=5, net=5
i=2649, digit=5, net=5
i=2650, digit=5, net=5
i=2651, digit=5, net=5
i=2652, digit=5, net=5
i=2653, digit=5, net=5
i=2654, digit=5, net=5
i=2655, digit=5, net=5
i=2656, digit=5, net=5
i=2657, digit=5, net=5
i=2658, digit=5, net=5
i=2659, digit=5, net=5
i=2660, digit=5, net=5
i=2661, digit=5, net=5
i=2662, digit=5, net=5
i=2663, digit=5, net=5
i=2664, digit=5, net=5
i=2665, digit=5, net=5
i=2666, digit=5, net=5
i=2667, digit=5, net=5
i=2668, digit=5, net=5
i=2669, digit=5, net=5
i=2670, digit=5, net=5
i=2671, digit=5, net=5
i=2672, digit=5, net=5
i=2673, digit=5, net=5
i=2674, digit=5, net=5
i=2675, digit=5, net=5
i=2676, digit=5, net=5
i=2677, digit=5, net=5
i=2678, digit=5, net=5
i=2679, digit=5, net=5
i=2680, digit=5, net=5
i=2681, digit=5, net=5
i=2682, digit=5, net=5
i=2683, digit=5, net=5
i=2684, digit=5, net=5
i=2685, digit=5, net=5
i=2686, digit=5, net=5
i=2687, digit=5, net=5
i=2688, digit=5, net=5
i=2689, digit=5, net=5
i=2690, digit=5, net=5
i=2691, digit=5, net=5
i=2692, digit=5, net=5
i=2693, digit=5, net=3
i=2694, digit=5, net=5
i=2695, digit=5, net=5
i=2696, digit=5, net=5
i=2697, digit=5, net=5
i=2698, digit=5, net=5
i=2699, digit=5, net=5
i=2700, digit=5, net=5
i=2701, digit=5, net=5
i=2702, digit=5, net=5
i=2703, digit=5, net=5
i=2704, digit=5, net=5
i=2705, digit=5, net=5
i=2706, digit=5, net=5
i=2707, digit=5, net=5
i=2708, digit=5, net=5
i=2709, digit=5, net=5
i=2710, digit=5, net=5
i=2711, digit=5, net=5
i=2712, digit=5, net=5
i=2713, digit=5, net=5
i=2714, digit=5, net=5
i=2715, digit=5, net=5
i=2716, digit=5, net=5
i=2717, digit=5, net=5
i=2718, digit=5, net=5
i=2719, digit=5, net=5
i=2720, digit=5, net=5
i=2721, digit=5, net=5
i=2722, digit=5, net=5
i=2723, digit=5, net=5
i=2724, digit=5, net=5
i=2725, digit=5, net=5
i=2726, digit=5, net=5
i=2727, digit=5, net=5
i=2728, digit=5, net=5
i=2729, digit=5, net=5
i=2730, digit=5, net=5
i=2731, digit=5, net=5
i=2732, digit=5, net=5
i=2733, digit=5, net=5
i=2734, digit=5, net=5
i=2735, digit=5, net=5
i=2736, digit=5, net=5
i=2737, digit=5, net=5
i=2738, digit=5, net=5
i=2739, digit=5, net=5
i=2740, digit=5, net=5
i=2741, digit=5, net=5
i=2742, digit=5, net=5
i=2743, digit=5, net=5
i=2744, digit=5, net=5
i=2745, digit=5, net=5
i=2746, digit=5, net=5
i=2747, digit=5, net=5
i=2748, digit=5, net=5
i=2749, digit=5, net=5
i=2750, digit=5, net=5
i=2751, digit=5, net=5
i=2752, digit=5, net=5
i=2753, digit=5, net=5
i=2754, digit=5, net=5
i=2755, digit=5, net=5
i=2756, digit=5, net=5
i=2757, digit=5, net=5
i=2758, digit=5, net=5
i=2759, digit=5, net=5
i=2760, digit=5, net=5
i=2761, digit=5, net=5
i=2762, digit=5, net=5
i=2763, digit=5, net=5
i=2764, digit=5, net=5
i=2765, digit=5, net=5
i=2766, digit=5, net=5
i=2767, digit=5, net=5
i=2768, digit=5, net=5
i=2769, digit=5, net=5
i=2770, digit=5, net=5
i=2771, digit=5, net=5
i=2772, digit=5, net=5
i=2773, digit=5, net=5
i=2774, digit=5, net=5
i=2775, digit=5, net=5
i=2776, digit=5, net=5
i=2777, digit=5, net=5
i=2778, digit=5, net=5
i=2779, digit=5, net=5
i=2780, digit=5, net=5
i=2781, digit=5, net=5
i=2782, digit=5, net=5
i=2783, digit=5, net=5
i=2784, digit=5, net=5
i=2785, digit=5, net=5
i=2786, digit=5, net=5
i=2787, digit=5, net=5
i=2788, digit=5, net=2
i=2789, digit=5, net=5
i=2790, digit=5, net=5
i=2791, digit=5, net=5
i=2792, digit=5, net=5
i=2793, digit=5, net=5
i=2794, digit=5, net=5
i=2795, digit=5, net=5
i=2796, digit=5, net=5
i=2797, digit=5, net=5
i=2798, digit=5, net=5
i=2799, digit=5, net=5
i=2800, digit=5, net=5
i=2801, digit=5, net=5
i=2802, digit=5, net=5
i=2803, digit=5, net=5
i=2804, digit=5, net=5
i=2805, digit=5, net=5
i=2806, digit=5, net=5
i=2807, digit=5, net=5
i=2808, digit=5, net=5
i=2809, digit=5, net=5
i=2810, digit=5, net=5
i=2811, digit=5, net=5
i=2812, digit=5, net=5
i=2813, digit=5, net=5
i=2814, digit=5, net=5
i=2815, digit=5, net=5
i=2816, digit=5, net=5
i=2817, digit=5, net=5
i=2818, digit=5, net=5
i=2819, digit=5, net=5
i=2820, digit=5, net=5
i=2821, digit=5, net=5
i=2822, digit=5, net=5
i=2823, digit=5, net=5
i=2824, digit=5, net=5
i=2825, digit=5, net=5
i=2826, digit=5, net=5
i=2827, digit=5, net=5
i=2828, digit=5, net=5
i=2829, digit=5, net=5
i=2830, digit=5, net=5
i=2831, digit=5, net=5
i=2832, digit=5, net=5
i=2833, digit=5, net=5
i=2834, digit=5, net=5
i=2835, digit=5, net=5
i=2836, digit=5, net=5
i=2837, digit=5, net=5
i=2838, digit=5, net=5
i=2839, digit=5, net=5
i=2840, digit=5, net=5
i=2841, digit=5, net=5
i=2842, digit=5, net=5
i=2843, digit=5, net=5
i=2844, digit=5, net=5
i=2845, digit=5, net=5
i=2846, digit=5, net=5
i=2847, digit=5, net=5
i=2848, digit=5, net=5
i=2849, digit=5, net=5
i=2850, digit=5, net=5
i=2851, digit=5, net=5
i=2852, digit=5, net=5
i=2853, digit=5, net=5
i=2854, digit=5, net=5
i=2855, digit=5, net=5
i=2856, digit=5, net=5
i=2857, digit=5, net=5
i=2858, digit=5, net=5
i=2859, digit=5, net=5
i=2860, digit=5, net=5
i=2861, digit=5, net=5
i=2862, digit=5, net=5
i=2863, digit=5, net=5
i=2864, digit=5, net=5
i=2865, digit=5, net=5
i=2866, digit=5, net=5
i=2867, digit=5, net=5
i=2868, digit=5, net=5
i=2869, digit=5, net=5
i=2870, digit=5, net=5
i=2871, digit=5, net=5
i=2872, digit=5, net=5
i=2873, digit=5, net=5
i=2874, digit=5, net=5
i=2875, digit=5, net=5
i=2876, digit=5, net=5
i=2877, digit=5, net=5
i=2878, digit=5, net=5
i=2879, digit=5, net=5
i=2880, digit=5, net=5
i=2881, digit=5, net=5
i=2882, digit=5, net=5
i=2883, digit=5, net=5
i=2884, digit=5, net=5
i=2885, digit=5, net=5
i=2886, digit=5, net=5
i=2887, digit=5, net=5
i=2888, digit=5, net=5
i=2889, digit=5, net=5
i=2890, digit=5, net=5
i=2891, digit=5, net=5
i=2892, digit=5, net=5
i=2893, digit=5, net=5
i=2894, digit=5, net=5
i=2895, digit=5, net=5
i=2896, digit=5, net=5
i=2897, digit=5, net=5
i=2898, digit=5, net=5
i=2899, digit=5, net=5
i=2900, digit=5, net=5
i=2901, digit=5, net=5
i=2902, digit=5, net=5
i=2903, digit=5, net=5
i=2904, digit=5, net=5
i=2905, digit=5, net=5
i=2906, digit=5, net=5
i=2907, digit=5, net=5
i=2908, digit=5, net=6
i=2909, digit=5, net=5
i=2910, digit=5, net=5
i=2911, digit=5, net=5
i=2912, digit=5, net=5
i=2913, digit=5, net=5
i=2914, digit=5, net=5
i=2915, digit=5, net=5
i=2916, digit=5, net=5
i=2917, digit=5, net=5
i=2918, digit=5, net=5
i=2919, digit=5, net=5
i=2920, digit=5, net=5
i=2921, digit=5, net=5
i=2922, digit=5, net=5
i=2923, digit=5, net=5
i=2924, digit=5, net=5
i=2925, digit=5, net=5
i=2926, digit=5, net=5
i=2927, digit=5, net=5
i=2928, digit=5, net=5
i=2929, digit=5, net=5
i=2930, digit=5, net=5
i=2931, digit=5, net=5
i=2932, digit=5, net=5
i=2933, digit=5, net=5
i=2934, digit=5, net=5
i=2935, digit=5, net=5
i=2936, digit=5, net=5
i=2937, digit=5, net=5
i=2938, digit=5, net=5
i=2939, digit=5, net=5
i=2940, digit=5, net=5
i=2941, digit=5, net=5
i=2942, digit=5, net=5
i=2943, digit=5, net=4
i=2944, digit=5, net=5
i=2945, digit=5, net=5
i=2946, digit=5, net=5
i=2947, digit=5, net=5
i=2948, digit=5, net=5
i=2949, digit=5, net=5
i=2950, digit=5, net=5
i=2951, digit=5, net=5
i=2952, digit=5, net=5
i=2953, digit=5, net=5
i=2954, digit=5, net=5
i=2955, digit=5, net=5
i=2956, digit=5, net=5
i=2957, digit=5, net=5
i=2958, digit=5, net=5
i=2959, digit=5, net=5
i=2960, digit=5, net=5
i=2961, digit=5, net=5
i=2962, digit=5, net=5
i=2963, digit=5, net=5
i=2964, digit=5, net=5
i=2965, digit=5, net=5
i=2966, digit=5, net=5
i=2967, digit=5, net=5
i=2968, digit=5, net=5
i=2969, digit=5, net=5
i=2970, digit=5, net=5
i=2971, digit=5, net=5
i=2972, digit=5, net=5
i=2973, digit=5, net=5
i=2974, digit=5, net=5
i=2975, digit=5, net=5
i=2976, digit=5, net=5
i=2977, digit=5, net=5
i=2978, digit=5, net=5
i=2979, digit=5, net=5
i=2980, digit=5, net=5
i=2981, digit=5, net=5
i=2982, digit=5, net=5
i=2983, digit=5, net=5
i=2984, digit=5, net=5
i=2985, digit=5, net=5
i=2986, digit=5, net=5
i=2987, digit=5, net=5
i=2988, digit=5, net=5
i=2989, digit=5, net=5
i=2990, digit=5, net=5
i=2991, digit=5, net=5
i=2992, digit=5, net=5
i=2993, digit=5, net=5
i=2994, digit=5, net=5
i=2995, digit=5, net=5
i=2996, digit=5, net=5
i=2997, digit=5, net=5
i=2998, digit=5, net=5
i=2999, digit=5, net=5
i=3000, digit=6, net=6
i=3001, digit=6, net=6
i=3002, digit=6, net=6
i=3003, digit=6, net=6
i=3004, digit=6, net=6
i=3005, digit=6, net=6
i=3006, digit=6, net=6
i=3007, digit=6, net=6
